tod,timestamp,Run,Interval,Xfersize,Threads,Reqrate,Rate,Rate_std,Rate_max,Resp,Resp_std,Resp_max,MB/sec,MB_read,MB_write,Read_rate,Read_rate_std,Read_rate_max,Read_resp,Read_resp_std,Read_resp_max,Write_rate,Write_rate_std,Write_rate_max,Write_resp,Write_resp_std,Write_resp_max,Mkdir_rate,Mkdir_rate_std,Mkdir_rate_max,Mkdir_resp,Mkdir_resp_std,Mkdir_resp_max,Rmdir_rate,Rmdir_rate_std,Rmdir_rate_max,Rmdir_resp,Rmdir_resp_std,Rmdir_resp_max,Create_rate,Create_rate_std,Create_rate_max,Create_resp,Create_resp_std,Create_resp_max,Open_rate,Open_rate_std,Open_rate_max,Open_resp,Open_resp_std,Open_resp_max,Close_rate,Close_rate_std,Close_rate_max,Close_resp,Close_resp_std,Close_resp_max,Delete_rate,Delete_rate_std,Delete_rate_max,Delete_resp,Delete_resp_std,Delete_resp_max,Getattr_rate,Getattr_rate_std,Getattr_rate_max,Getattr_resp,Getattr_resp_std,Getattr_resp_max,Setattr_rate,Setattr_rate_std,Setattr_rate_max,Setattr_resp,Setattr_resp_std,Setattr_resp_max,Access_rate,Access_rate_std,Access_rate_max,Access_resp,Access_resp_std,Access_resp_max,Compratio,Dedupratio,cpu_used,cpu_user,cpu_kernel,cpu_wait,cpu_idle
13:51:50.005,12/05/2024-13:51:50-GMT,rd1,239,134217728,n/a,9999988,15,n/a,n/a,8298.9863,n/a,n/a,1920,1920,0,15,0,0,8298.9863,6252.8284,38331.539,0,0,0,0,0,2631.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0.0435,0.0181,264.711,15,0,0,0.0129,0.0095,833.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,n/a,0.6255,0.039,0.5865,0,0
13:51:51.005,12/05/2024-13:51:51-GMT,rd1,240,134217728,n/a,9999988,5,n/a,n/a,15067.8548,n/a,n/a,640,640,0,5,0,0,15067.8548,10495.3118,38331.539,0,0,0,0,0,2631.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.0624,0.0141,264.711,5,0,0,0.016,0.0029,833.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,n/a,0.4529,0.0156,0.4373,0,0
13:51:52.007,12/05/2024-13:51:52-GMT,rd1,241,134217728,n/a,9999988,8,n/a,n/a,12832.5294,n/a,n/a,1024,1024,0,8,0,0,12832.5294,10286.7708,38331.539,0,0,0,0,0,2631.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0.054,0.0139,264.711,8,0,0,0.015,0.0051,833.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,n/a,0.5234,0.0157,0.5077,0,0
13:51:53.005,12/05/2024-13:51:53-GMT,rd1,242,134217728,n/a,9999988,9,n/a,n/a,13122.8244,n/a,n/a,1152,1152,0,9,0,0,13122.8244,10563.4898,38331.539,0,0,0,0,0,2631.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0.0588,0.0311,264.711,9,0,0,0.0129,0.0033,833.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,n/a,0.516,0.0156,0.5004,0,0
13:51:54.006,12/05/2024-13:51:54-GMT,rd1,243,134217728,n/a,9999988,6,n/a,n/a,8627.0028,n/a,n/a,768,768,0,6,0,0,8627.0028,7535.8255,38331.539,0,0,0,0,0,2631.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.0442,0.0127,264.711,6,0,0,0.0118,0.0029,833.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,n/a,0.6248,0.0469,0.5779,0,0
13:51:55.005,12/05/2024-13:51:55-GMT,rd1,244,134217728,n/a,9999988,9,n/a,n/a,10544.9152,n/a,n/a,1152,1152,0,9,0,0,10544.9152,10725.3007,38331.539,0,0,0,0,0,2631.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0.0621,0.0335,264.711,9,0,0,0.0137,0.0041,833.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,n/a,0.782,0.0548,0.7273,0,0
13:51:56.006,12/05/2024-13:51:56-GMT,rd1,245,125829632,n/a,9999988,16,n/a,n/a,9986.1303,n/a,n/a,1920.0078,1920,0.0078,15,0,0,10651.8673,9615.4464,38331.539,1,0,0,0.074,0,2631.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0.0449,0.0171,264.711,15,0,0,0.0111,0.0043,833.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,n/a,0.6325,0.0234,0.6091,0,0
13:51:57.005,12/05/2024-13:51:57-GMT,rd1,246,113570737,n/a,9999988,13,n/a,n/a,9662.9651,n/a,n/a,1408.0234,1408,0.0234,11,0,0,11419.8539,8537.6928,38331.539,2,0,0,0.0765,0.012,2631.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0.0473,0.0149,264.711,11,0,0,0.0113,0.004,833.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,n/a,0.602,0.0625,0.5394,0,0
13:51:58.006,12/05/2024-13:51:58-GMT,rd1,247,134217728,n/a,9999988,5,n/a,n/a,9652.2816,n/a,n/a,640,640,0,5,0,0,9652.2816,6219.6602,38331.539,0,0,0,0,0,2631.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.047,0.0227,264.711,5,0,0,0.0172,0.0064,833.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,n/a,1.0623,0.3593,0.703,0,0
13:51:59.005,12/05/2024-13:51:59-GMT,rd1,248,134217728,n/a,9999988,8,n/a,n/a,15333.0328,n/a,n/a,1024,1024,0,8,0,0,15333.0328,8934.9602,38331.539,0,0,0,0,0,2631.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0.0675,0.0162,264.711,8,0,0,0.0185,0.006,833.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,n/a,1.61,0.8441,0.7659,0,0
13:52:00.006,12/05/2024-13:52:00-GMT,rd1,249,134217728,n/a,9999988,9,n/a,n/a,13250.8032,n/a,n/a,1152,1152,0,9,0,0,13250.8032,6837.4245,38331.539,0,0,0,0,0,2631.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0.0594,0.0135,264.711,9,0,0,0.0267,0.023,833.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,n/a,1.4685,0.8045,0.6639,0,0
13:52:01.006,12/05/2024-13:52:01-GMT,rd1,250,120797593,n/a,9999988,10,n/a,n/a,10401.3229,n/a,n/a,1152.0156,1152,0.0156,9,0,0,11557.0153,6184.4173,38331.539,1,0,0,0.091,0,2631.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0.0482,0.0124,264.711,9,0,0,0.0137,0.0036,833.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,n/a,1.6031,0.7663,0.8368,0,0
13:52:02.007,12/05/2024-13:52:02-GMT,rd1,251,124640109,n/a,9999988,14,n/a,n/a,12367.3281,n/a,n/a,1664.125,1664,0.125,13,0,0,13318.6466,8454.7656,38331.539,1,0,0,0.187,0,2631.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0.0674,0.0178,264.711,13,0,0,0.0163,0.0038,833.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,n/a,1.366,0.4918,0.8742,0,0
13:52:03.006,12/05/2024-13:52:03-GMT,rd1,252,107400396,n/a,9999988,5,n/a,n/a,14062.7898,n/a,n/a,512.125,512,0.125,4,0,0,17578.4352,9028.5571,38331.539,1,0,0,0.208,0,2631.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.0735,0.0202,264.711,4,0,0,0.0168,0.0036,833.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,n/a,0.6174,0.0469,0.5705,0,0
13:52:04.006,12/05/2024-13:52:04-GMT,rd1,253,107375820,n/a,9999988,5,n/a,n/a,9219.6234,n/a,n/a,512.0078,512,0.0078,4,0,0,11524.5097,10706.9259,38331.539,1,0,0,0.078,0,2631.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.0628,0.0216,264.711,4,0,0,0.0155,0.0058,833.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,n/a,0.4613,0.0234,0.4378,0,0
13:52:05.005,12/05/2024-13:52:05-GMT,rd1,254,134217728,n/a,9999988,5,n/a,n/a,8559.9822,n/a,n/a,640,640,0,5,0,0,8559.9822,5253.5552,38331.539,0,0,0,0,0,2631.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.076,0.0455,264.711,5,0,0,0.0166,0.0023,833.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,n/a,0.5549,0.0235,0.5314,0,0
13:52:06.008,12/05/2024-13:52:06-GMT,rd1,255,118435117,n/a,9999988,17,n/a,n/a,9107.985,n/a,n/a,1920.125,1920,0.125,15,0,0,10322.3615,8617.2137,38331.539,2,0,0,0.1615,0.0247,2631.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0.0579,0.0308,264.711,15,0,0,0.0133,0.0062,833.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,n/a,0.7339,0.1092,0.6247,0,0
13:52:07.006,12/05/2024-13:52:07-GMT,rd1,256,83116422,n/a,9999988,21,n/a,n/a,5490.7039,n/a,n/a,1664.5859,1664,0.5859,13,0,0,8869.4045,8271.7071,38331.539,8,0,0,0.3155,0.5049,2631.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0.0394,0.0113,264.711,13,0,0,0.01,0.0037,833.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,n/a,0.61,0.0469,0.563,0,0
13:52:08.006,12/05/2024-13:52:08-GMT,rd1,257,134217728,n/a,9999988,9,n/a,n/a,9432.3768,n/a,n/a,1152,1152,0,9,0,0,9432.3768,7365.3056,38331.539,0,0,0,0,0,2631.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0.0588,0.0294,264.711,9,0,0,0.0141,0.0054,833.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,n/a,0.6714,0.1405,0.5309,0,0
13:52:09.005,12/05/2024-13:52:09-GMT,rd1,258,120802508,n/a,9999988,10,n/a,n/a,12737.444,n/a,n/a,1152.0625,1152,0.0625,9,0,0,14152.7001,8928.7125,38331.539,1,0,0,0.139,0,2631.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0.0538,0.0161,264.711,9,0,0,0.0126,0.0022,833.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,n/a,0.5005,0.0235,0.477,0,0
13:52:10.006,12/05/2024-13:52:10-GMT,rd1,259,111864490,n/a,9999988,12,n/a,n/a,10379.4543,n/a,n/a,1280.1875,1280,0.1875,10,0,0,12455.3035,7906.783,38331.539,2,0,0,0.2085,0.0912,2631.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0.0524,0.0157,264.711,10,0,0,0.0135,0.0054,833.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,n/a,0.3828,0.0156,0.3672,0,0
13:52:11.006,12/05/2024-13:52:11-GMT,rd1,260,80545382,n/a,9999988,10,n/a,n/a,4619.1927,n/a,n/a,768.1406,768,0.1406,6,0,0,7698.5953,8466.0633,38331.539,4,0,0,0.0888,0.0285,2631.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.0463,0.0196,264.711,6,0,0,0.0125,0.007,833.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,n/a,0.508,0.0156,0.4924,0,0
13:52:12.005,12/05/2024-13:52:12-GMT,rd1,261,123903369,n/a,9999988,13,n/a,n/a,9822.5491,n/a,n/a,1536.125,1536,0.125,12,0,0,10641.0823,7592.3533,38331.539,1,0,0,0.15,0,2631.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0.0507,0.0186,264.711,12,0,0,0.0123,0.0051,833.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,n/a,0.4454,0.0157,0.4297,0,0
13:52:13.006,12/05/2024-13:52:13-GMT,rd1,262,115062491,n/a,9999988,7,n/a,n/a,9108.628,n/a,n/a,768.125,768,0.125,6,0,0,10626.7025,5374.0459,38331.539,1,0,0,0.181,0,2631.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.0503,0.013,264.711,6,0,0,0.013,0.0041,833.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,n/a,0.4297,0.0156,0.4141,0,0
13:52:14.006,12/05/2024-13:52:14-GMT,rd1,263,97636724,n/a,9999988,11,n/a,n/a,8005.6506,n/a,n/a,1024.25,1024,0.25,8,0,0,11007.686,7592.5217,38331.539,3,0,0,0.223,0.0813,2631.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0.0685,0.0306,264.711,8,0,0,0.0134,0.0052,833.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,n/a,0.5706,0.039,0.5316,0,0
13:52:15.005,12/05/2024-13:52:15-GMT,rd1,264,111850154,n/a,9999988,12,n/a,n/a,7380.5057,n/a,n/a,1280.0234,1280,0.0234,10,0,0,8856.5949,8230.3864,38331.539,2,0,0,0.0595,0.012,2631.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0.0603,0.0222,264.711,10,0,0,0.0126,0.0051,833.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,n/a,0.7344,0.1329,0.6016,0,0
13:52:16.005,12/05/2024-13:52:16-GMT,rd1,265,117456896,n/a,9999988,8,n/a,n/a,10771.8631,n/a,n/a,896.125,896,0.125,7,0,0,12310.673,7744.3074,38331.539,1,0,0,0.194,0,2631.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0.0461,0.014,264.711,7,0,0,0.0129,0.0041,833.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,n/a,0.3596,0.0234,0.3362,0,0
13:52:17.005,12/05/2024-13:52:17-GMT,rd1,266,134217728,n/a,9999988,7,n/a,n/a,14654.0437,n/a,n/a,896,896,0,7,0,0,14654.0437,6615.9436,38331.539,0,0,0,0,0,2631.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0.0623,0.0179,264.711,7,0,0,0.0141,0.0033,833.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,n/a,0.4372,0.0156,0.4216,0,0
13:52:18.006,12/05/2024-13:52:18-GMT,rd1,267,111854250,n/a,9999988,12,n/a,n/a,9796.783,n/a,n/a,1280.0703,1280,0.0703,10,0,0,11756.1146,9714.2553,38331.539,2,0,0,0.125,0.0184,2631.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0.0521,0.0142,264.711,10,0,0,0.0162,0.0085,833.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,n/a,0.3749,0.0156,0.3593,0,0
13:52:19.005,12/05/2024-13:52:19-GMT,rd1,268,134217728,n/a,9999988,5,n/a,n/a,10589.7556,n/a,n/a,640,640,0,5,0,0,10589.7556,6905.1136,38331.539,0,0,0,0,0,2631.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.0474,0.0154,264.711,5,0,0,0.0102,0.0032,833.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,n/a,0.3912,0.0157,0.3755,0,0
13:52:20.005,12/05/2024-13:52:20-GMT,rd1,269,134217728,n/a,9999988,8,n/a,n/a,14077.799,n/a,n/a,1024,1024,0,8,0,0,14077.799,8842.5974,38331.539,0,0,0,0,0,2631.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0.0493,0.0163,264.711,8,0,0,0.0124,0.0049,833.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,n/a,0.4529,0.0312,0.4217,0,0
13:52:21.005,12/05/2024-13:52:21-GMT,rd1,270,134217728,n/a,9999988,5,n/a,n/a,6863.4134,n/a,n/a,640,640,0,5,0,0,6863.4134,6936.4451,38331.539,0,0,0,0,0,2631.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.0476,0.0192,264.711,5,0,0,0.0118,0.0044,833.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,n/a,0.4379,0.0235,0.4144,0,0
13:52:22.005,12/05/2024-13:52:22-GMT,rd1,271,109821952,n/a,9999988,11,n/a,n/a,7709.7427,n/a,n/a,1152.0781,1152,0.0781,9,0,0,9422.9968,6254.4186,38331.539,2,0,0,0.0995,0.0389,2631.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0.0401,0.014,264.711,9,0,0,0.0097,0.0036,833.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,n/a,0.4531,0.0312,0.4219,0,0
13:52:23.006,12/05/2024-13:52:23-GMT,rd1,272,111859029,n/a,9999988,6,n/a,n/a,19411.1465,n/a,n/a,640.0625,640,0.0625,5,0,0,11562.987,12014.0121,38331.539,1,0,0,58651.944,0,58651.944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.0504,0.0271,264.711,5,0,0,0.0108,0.0042,833.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,n/a,0.6326,0.0156,0.617,0,0
13:52:24.005,12/05/2024-13:52:24-GMT,rd1,273,107385105,n/a,9999988,15,n/a,n/a,24760.2895,n/a,n/a,1536.1562,1536,0.1563,12,0,0,12265.227,10415.8454,38331.539,3,0,0,74740.5393,67615.2131,131661.376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0.0494,0.0196,264.711,12,0,0,0.026,0.0481,833.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,n/a,0.5473,0.0313,0.516,0,0
13:52:25.006,12/05/2024-13:52:25-GMT,rd1,274,105463222,n/a,9999988,14,n/a,n/a,7964.9464,n/a,n/a,1408.0859,1408,0.0859,11,0,0,10137.1835,7919.4526,38331.539,3,0,0,0.077,0.0462,131661.376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0.055,0.023,264.711,11,0,0,0.0119,0.0034,833.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,n/a,0.539,0.0312,0.5078,0,0
13:52:26.005,12/05/2024-13:52:26-GMT,rd1,275,134217728,n/a,9999988,12,n/a,n/a,15079.2302,n/a,n/a,1536,1536,0,12,0,0,15079.2302,11173.3257,38331.539,0,0,0,0,0,131661.376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0.0584,0.0151,264.711,12,0,0,0.0124,0.0035,833.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,n/a,0.4378,0.0391,0.3987,0,0
13:52:27.006,12/05/2024-13:52:27-GMT,rd1,276,124631917,n/a,9999988,14,n/a,n/a,11141.7134,n/a,n/a,1664.0156,1664,0.0156,13,0,0,11998.7617,8377.0556,38331.539,1,0,0,0.086,0,131661.376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0.0471,0.0118,264.711,13,0,0,0.0118,0.0032,833.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,n/a,0.5546,0.0234,0.5312,0,0
13:52:28.005,12/05/2024-13:52:28-GMT,rd1,277,120802508,n/a,9999988,10,n/a,n/a,7668.898,n/a,n/a,1152.0625,1152,0.0625,9,0,0,8520.9858,5786.0014,38331.539,1,0,0,0.108,0,131661.376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0.0537,0.0147,264.711,9,0,0,0.0133,0.0033,833.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,n/a,0.4303,0.0157,0.4146,0,0
13:52:29.006,12/05/2024-13:52:29-GMT,rd1,278,119319210,n/a,9999988,9,n/a,n/a,8823.6158,n/a,n/a,1024.125,1024,0.125,8,0,0,9926.5459,8794.1413,38331.539,1,0,0,0.175,0,131661.376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0.0543,0.0183,264.711,8,0,0,0.0158,0.0055,833.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,n/a,0.4138,0.0234,0.3904,0,0
13:52:30.006,12/05/2024-13:52:30-GMT,rd1,279,119305557,n/a,9999988,9,n/a,n/a,8449.3804,n/a,n/a,1024.0078,1024,0.0078,8,0,0,9505.5446,4641.5194,38331.539,1,0,0,0.067,0,131661.376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0.0649,0.0142,264.711,8,0,0,0.0141,0.0032,833.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,n/a,0.5389,0.0312,0.5077,0,0
13:52:31.005,12/05/2024-13:52:31-GMT,rd1,280,123893917,n/a,9999988,13,n/a,n/a,4957.3102,n/a,n/a,1536.0078,1536,0.0078,12,0,0,5370.4126,6861.5036,38331.539,1,0,0,0.082,0,131661.376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0.039,0.0174,264.711,12,0,0,0.0092,0.0044,833.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,n/a,0.477,0.0547,0.4222,0,0
13:52:32.005,12/05/2024-13:52:32-GMT,rd1,281,104406129,n/a,9999988,9,n/a,n/a,9550.061,n/a,n/a,896.125,896,0.125,7,0,0,12278.6077,11275.9137,38331.539,2,0,0,0.1475,0.0035,131661.376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0.0563,0.018,264.711,7,0,0,0.0151,0.0074,833.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,n/a,0.4064,0.0313,0.3751,0,0
13:52:33.005,12/05/2024-13:52:33-GMT,rd1,282,107377459,n/a,9999988,5,n/a,n/a,14744.286,n/a,n/a,512.0156,512,0.0156,4,0,0,18430.3403,8704.3515,38331.539,1,0,0,0.069,0,131661.376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.0595,0.0155,264.711,4,0,0,0.0153,0.0043,833.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,n/a,0.5081,0.0938,0.4143,0,0
13:52:34.005,12/05/2024-13:52:34-GMT,rd1,283,134217728,n/a,9999988,8,n/a,n/a,13410.4065,n/a,n/a,1024,1024,0,8,0,0,13410.4065,10540.669,38331.539,0,0,0,0,0,131661.376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0.0504,0.0084,264.711,8,0,0,0.0326,0.0588,833.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,n/a,0.4687,0.0313,0.4374,0,0
13:52:35.006,12/05/2024-13:52:35-GMT,rd1,284,117441536,n/a,9999988,8,n/a,n/a,12500.5345,n/a,n/a,896.0078,896,0.0078,7,0,0,14286.3151,11157.0904,38331.539,1,0,0,0.07,0,131661.376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0.0534,0.0137,264.711,7,0,0,0.0133,0.0038,833.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,n/a,0.6326,0.1172,0.5154,0,0
13:52:36.005,12/05/2024-13:52:36-GMT,rd1,285,134217728,n/a,9999988,8,n/a,n/a,11025.016,n/a,n/a,1024,1024,0,8,0,0,11025.016,12557.6084,38331.539,0,0,0,0,0,131661.376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0.058,0.0211,264.711,8,0,0,0.0149,0.0062,833.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,n/a,0.4846,0.0468,0.4377,0,0
13:52:37.005,12/05/2024-13:52:37-GMT,rd1,286,134217728,n/a,9999988,11,n/a,n/a,8059.1241,n/a,n/a,1408,1408,0,11,0,0,8059.1241,7903.1981,38331.539,0,0,0,0,0,131661.376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0.0427,0.0156,264.711,11,0,0,0.0123,0.0085,833.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,n/a,0.5703,0.0391,0.5312,0,0
13:52:38.005,12/05/2024-13:52:38-GMT,rd1,287,109827909,n/a,9999988,11,n/a,n/a,10683.0099,n/a,n/a,1152.1406,1152,0.1406,9,0,0,13056.9823,10366.9776,38331.539,2,0,0,0.134,0.0665,131661.376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0.0538,0.0185,264.711,9,0,0,0.0134,0.0042,833.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,n/a,0.3754,0.0156,0.3598,0,0
13:52:39.005,12/05/2024-13:52:39-GMT,rd1,288,124635428,n/a,9999988,14,n/a,n/a,12614.9035,n/a,n/a,1664.0625,1664,0.0625,13,0,0,13585.2709,11207.5383,38331.539,1,0,0,0.127,0,131661.376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0.0491,0.0195,264.711,13,0,0,0.0107,0.0032,833.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,n/a,0.5467,0.0235,0.5232,0,0
